training
97.55	97.55	97.55	97	97.1	97.1	97.2	97.55	97.55	97.55	99.65	97.55	94.65	91.15	86.8	84.3	75.45	68.25	43.15	28.45	10.55
0,976	0,976	0,976	0,970	0,971	0,971	0,972	0,976	0,976	0,976	0,997	0,976	0,947	0,912	0,868	0,843	0,755	0,683	0,432	0,285	0,106
0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,000	0,003	0,006	0,010	0,015	0,017	0,028	0,035	0,063	0,080	0,106
0,976	0,976	0,976	0,970	0,971	0,971	0,972	0,976	0,976	0,976	0,997	0,976	0,948	0,912	0,870	0,855	0,783	0,621	0,219	0,089	0,011
0,976	0,976	0,976	0,970	0,971	0,971	0,972	0,976	0,976	0,976	0,997	0,976	0,947	0,912	0,868	0,843	0,755	0,683	0,432	0,285	0,106
0,975	0,975	0,975	0,970	0,971	0,971	0,972	0,975	0,975	0,975	0,996	0,975	0,947	0,912	0,868	0,845	0,759	0,645	0,289	0,135	0,020
0,999	0,999	0,999	0,999	0,999	0,999	0,999	0,999	0,999	0,999	1,000	0,999	0,996	0,992	0,982	0,977	0,953	0,914	0,838	0,749	0,500
test
85	85	84.8447	84.9379	85.0932	85.0932	85.1242	85	85	85	85	85	85.3416	83.2919	80.4969	78.6646	69.8447	63.9441	43.1366	28.4161	9.5963
0,850	0,850	0,848	0,849	0,851	0,851	0,851	0,850	0,850	0,850	0,850	0,850	0,853	0,833	0,805	0,787	0,698	0,639	0,431	0,284	0,096
0,017	0,017	0,017	0,017	0,017	0,017	0,017	0,017	0,017	0,017	0,017	0,017	0,016	0,019	0,022	0,024	0,033	0,040	0,064	0,079	0,096
0,854	0,854	0,852	0,853	0,855	0,855	0,855	0,854	0,854	0,854	0,856	0,854	0,857	0,838	0,810	0,803	0,726	0,583	0,223	0,092	0,009
0,850	0,850	0,848	0,849	0,851	0,851	0,851	0,850	0,850	0,850	0,850	0,850	0,853	0,833	0,805	0,787	0,698	0,639	0,431	0,284	0,096
0,850	0,850	0,849	0,850	0,851	0,851	0,852	0,850	0,850	0,850	0,851	0,850	0,854	0,833	0,804	0,786	0,699	0,604	0,293	0,137	0,017
0,922	0,922	0,923	0,927	0,924	0,924	0,923	0,922	0,922	0,922	0,915	0,922	0,934	0,946	0,948	0,946	0,928	0,896	0,833	0,739	0,500
