training
40.95	67.95	86	97.4	40.5	48.25	86	82.6	29.7	38.9	54	79.15	10.3	10.3	57.1	58.8	10.3	10.3	10.3	10.3
0,410	0,680	0,860	0,974	0,405	0,483	0,860	0,826	0,297	0,389	0,540	0,792	0,103	0,103	0,571	0,588	0,103	0,103	0,103	0,103
0,066	0,036	0,016	0,003	0,066	0,055	0,016	0,020	0,078	0,067	0,052	0,024	0,103	0,103	0,047	0,045	0,103	0,103	0,103	0,103
0,372	0,701	0,811	0,974	0,355	0,465	0,816	0,804	0,148	0,228	0,448	0,770	0,011	0,011	0,502	0,569	0,011	0,011	0,011	0,011
0,410	0,680	0,860	0,974	0,405	0,483	0,860	0,826	0,297	0,389	0,540	0,792	0,103	0,103	0,571	0,588	0,103	0,103	0,103	0,103
0,342	0,620	0,828	0,974	0,304	0,420	0,829	0,783	0,154	0,261	0,453	0,743	0,019	0,019	0,481	0,498	0,019	0,019	0,019	0,019
0,840	0,954	0,980	0,995	0,854	0,859	0,968	0,981	0,870	0,878	0,896	0,963	0,610	0,693	0,931	0,918	0,402	0,441	0,494	0,456
test
38.354	63.9441	81.3043	88.1988	37.9814	46.118	79.3478	76.4286	28.2919	37.764	52.0497	75.1863	10.0311	10.0311	55.3106	55.8696	10.0311	10.0311	10.0311	10.0311
0,384	0,639	0,813	0,882	0,380	0,461	0,793	0,764	0,283	0,378	0,520	0,752	0,100	0,100	0,553	0,559	0,100	0,100	0,100	0,100
0,072	0,040	0,021	0,013	0,072	0,060	0,024	0,026	0,080	0,069	0,055	0,027	0,100	0,100	0,051	0,049	0,100	0,100	0,100	0,100
0,353	0,630	0,760	0,882	0,279	0,377	0,752	0,722	0,152	0,298	0,426	0,725	0,010	0,010	0,435	0,495	0,010	0,010	0,010	0,010
0,384	0,639	0,813	0,882	0,380	0,461	0,793	0,764	0,283	0,378	0,520	0,752	0,100	0,100	0,553	0,559	0,100	0,100	0,100	0,100
0,307	0,575	0,781	0,882	0,276	0,391	0,765	0,715	0,146	0,251	0,433	0,706	0,018	0,018	0,464	0,473	0,018	0,018	0,018	0,018
0,837	0,937	0,964	0,977	0,846	0,843	0,955	0,964	0,865	0,856	0,884	0,944	0,602	0,697	0,915	0,905	0,377	0,455	0,466	0,455
