training
97.1	97.1	97.2	97	97.1	97.1	97.1	97.1	97.1	97.1	99.8	97.1	94	88.5	82.5	76	65.2	51.9	28.3	20.1	20.1
0,971	0,971	0,972	0,970	0,971	0,971	0,971	0,971	0,971	0,971	0,998	0,971	0,940	0,885	0,825	0,760	0,652	0,519	0,283	0,201	0,201
0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,003	0,000	0,003	0,007	0,013	0,020	0,027	0,039	0,054	0,081	0,091	0,091
0,971	0,971	0,972	0,970	0,971	0,971	0,971	0,971	0,971	0,971	0,998	0,971	0,941	0,887	0,829	0,785	0,586	0,354	0,122	0,051	0,051
0,971	0,971	0,972	0,970	0,971	0,971	0,971	0,971	0,971	0,971	0,998	0,971	0,940	0,885	0,825	0,760	0,652	0,519	0,283	0,201	0,201
0,971	0,971	0,972	0,970	0,971	0,971	0,971	0,971	0,971	0,971	0,998	0,971	0,940	0,884	0,824	0,759	0,609	0,410	0,159	0,079	0,079
0,999	0,999	0,999	0,999	0,999	0,999	0,999	0,999	0,999	0,999	1,000	0,999	0,997	0,989	0,973	0,960	0,919	0,855	0,715	0,649	0,649
test
77.4171	77.4171	76.9194	77.7014	77.4645	77.3934	77.4171	77.4171	77.4171	77.4882	77.891	77.4171	75.7583	75.3555	72.4645	65.3081	59.4076	48.7678	27.9858	19.7393	19.7393
0,774	0,774	0,769	0,777	0,775	0,774	0,774	0,774	0,774	0,775	0,779	0,774	0,758	0,754	0,725	0,653	0,594	0,488	0,280	0,197	0,197
0,025	0,025	0,026	0,025	0,025	0,025	0,025	0,025	0,025	0,025	0,025	0,025	0,027	0,027	0,031	0,039	0,045	0,058	0,082	0,088	0,088
0,777	0,777	0,774	0,782	0,778	0,777	0,777	0,777	0,777	0,778	0,783	0,777	0,769	0,766	0,733	0,701	0,533	0,337	0,121	0,051	0,051
0,774	0,774	0,769	0,777	0,775	0,774	0,774	0,774	0,774	0,775	0,779	0,774	0,758	0,754	0,725	0,653	0,594	0,488	0,280	0,197	0,197
0,774	0,774	0,768	0,777	0,774	0,774	0,774	0,774	0,774	0,775	0,779	0,774	0,759	0,755	0,721	0,647	0,555	0,387	0,158	0,078	0,078
0,885	0,885	0,885	0,886	0,884	0,886	0,885	0,885	0,885	0,883	0,875	0,885	0,896	0,913	0,912	0,908	0,890	0,818	0,700	0,636	0,636
